order_id,agent_age,agent_rating,store_latitude,store_longitude,drop_latitude,drop_longitude,order_date,order_time,pickup_time,weather,traffic,vehicle,area,delivery_time,category,outlier_delivery_time,distance,age_group,order_datetime,pickup_datetime,pickup_hour,time_of_day,order_to_pickup_min
nyfh224947388,32,4.4,18.563934,73.915367,18.603935,73.955367,2022-03-05,16:00:00,16:05:00,sandstorms,Medium ,motorcycle ,Metropolitian ,37,Grocery,False,6.12841937845769,26-35,2022-03-05 16:00:00,2022-03-05 16:05:00,16,Afternoon,5.0
pcyt916802893,20,4.7,17.458998,78.500366,17.518998,78.560366,2022-03-15,17:15:00,17:20:00,cloudy,Medium ,motorcycle ,Urban ,13,Grocery,False,9.219708856174128,18-25,2022-03-15 17:15:00,2022-03-15 17:20:00,17,Afternoon,5.0
hoxq128553542,34,4.9,18.520016,73.830547,18.630016,73.940547,2022-03-02,22:55:00,23:05:00,sunny,Low ,scooter ,Metropolitian ,26,Grocery,False,16.853347148215086,26-35,2022-03-02 22:55:00,2022-03-02 23:05:00,23,Evening,10.0
rwkg752700186,24,4.9,0.0,0.0,0.06,0.06,2022-04-03,18:00:00,18:05:00,fog,Medium ,motorcycle ,Urban ,10,Grocery,False,9.435201537430714,18-25,2022-04-03 18:00:00,2022-04-03 18:05:00,18,Afternoon,5.0
pkts252955495,29,4.6,30.372202,78.077151,30.442202,78.147151,2022-02-18,23:40:00,23:55:00,sandstorms,Low ,motorcycle ,Metropolitian ,22,Grocery,False,10.278596687703995,26-35,2022-02-18 23:40:00,2022-02-18 23:55:00,23,Evening,15.0
fdjp742606171,24,4.5,0.0,0.0,0.11,0.11,2022-03-16,23:10:00,23:15:00,fog,Low ,motorcycle ,Metropolitian ,21,Grocery,False,17.29786575291325,18-25,2022-03-16 23:10:00,2022-03-16 23:15:00,23,Evening,5.0
vakz912181469,26,4.7,26.766536,75.837333,26.826536,75.897333,2022-03-09,22:45:00,22:55:00,windy,Low ,motorcycle ,Metropolitian ,14,Grocery,False,8.942954308598226,26-35,2022-03-09 22:45:00,2022-03-09 22:55:00,22,Evening,10.0
xkxm865630486,21,4.4,21.173493,72.801953,21.203493,72.831953,2022-04-03,22:25:00,22:40:00,windy,Low ,motorcycle ,Metropolitian ,15,Grocery,False,4.560926278066122,18-25,2022-04-03 22:25:00,2022-04-03 22:40:00,22,Evening,15.0
bvni933228891,22,4.0,13.029198,77.570997,13.039198,77.580997,2022-03-13,09:45:00,09:55:00,sandstorms,Low ,motorcycle ,Urban ,28,Grocery,False,1.5524082366562466,18-25,2022-03-13 09:45:00,2022-03-13 09:55:00,9,Morning,10.0
watp349944722,29,4.8,21.149669,72.772629,21.279669,72.902629,2022-04-06,22:50:00,22:55:00,windy,Low ,scooter ,Urban ,12,Grocery,False,19.762382255532906,26-35,2022-04-06 22:50:00,2022-04-06 22:55:00,22,Evening,5.0
dbyg819334603,34,4.6,15.496162,73.825364,15.536162,73.865364,2022-02-17,13:50:00,13:55:00,sandstorms,High ,van,Urban ,27,Grocery,False,6.176576611953425,26-35,2022-02-17 13:50:00,2022-02-17 13:55:00,13,Afternoon,5.0
pwbf401580256,35,4.7,23.357804,85.325146,23.417804,85.385146,2022-03-01,21:30:00,21:40:00,sandstorms,Jam ,motorcycle ,Metropolitian ,29,Grocery,False,9.055898607912091,26-35,2022-03-01 21:30:00,2022-03-01 21:40:00,21,Evening,10.0
rpxi920665792,29,4.8,19.120083,72.907385,19.190083,72.977385,2022-04-06,23:45:00,23:55:00,cloudy,Low ,motorcycle ,Metropolitian ,23,Grocery,False,10.707345040408097,26-35,2022-04-06 23:45:00,2022-04-06 23:55:00,23,Evening,10.0
gzhs999389838,29,4.5,26.911927,75.797282,27.001927,75.887282,2022-03-31,19:00:00,19:10:00,fog,Medium ,motorcycle ,Metropolitian ,37,Grocery,False,13.406000552536867,26-35,2022-03-31 19:00:00,2022-03-31 19:10:00,19,Evening,10.0
fnmz024487519,32,4.7,17.424114,78.347554,17.534114,78.457554,2022-03-31,22:50:00,23:05:00,fog,Low ,motorcycle ,Metropolitian ,41,Grocery,False,16.903235903519843,26-35,2022-03-31 22:50:00,2022-03-31 23:05:00,23,Evening,15.0
wrbr570700916,32,4.1,13.086438,80.220672,13.136439,80.270672,2022-03-24,20:40:00,20:45:00,stormy,Jam ,scooter ,Metropolitian ,34,Grocery,False,7.760937776419092,26-35,2022-03-24 20:40:00,2022-03-24 20:45:00,20,Evening,5.0
oaew463729559,31,4.9,0.0,0.0,0.02,0.02,2022-03-07,11:00:00,11:10:00,cloudy,Low ,scooter ,Metropolitian ,16,Grocery,False,3.145067434621583,26-35,2022-03-07 11:00:00,2022-03-07 11:10:00,11,Morning,10.0
dqml870257443,36,4.8,30.359722,78.067079,30.499722,78.207079,2022-02-18,17:40:00,17:55:00,fog,Medium ,motorcycle ,Metropolitian ,42,Grocery,False,20.555166462971748,36-45,2022-02-18 17:40:00,2022-02-18 17:55:00,17,Afternoon,15.0
nvss305715416,23,5.0,12.914264,77.6784,13.024264,77.7884,2022-03-23,23:55:00,00:05:00,sandstorms,Low ,scooter ,Urban ,11,Grocery,False,17.078665498349437,18-25,2022-03-23 23:55:00,2022-03-23 00:05:00,0,Night,-1430.0
laly052364040,31,4.8,13.029198,77.570997,13.039198,77.580997,2022-03-21,09:45:00,10:00:00,fog,Low ,motorcycle ,Metropolitian ,26,Grocery,False,1.5524082366562466,26-35,2022-03-21 09:45:00,2022-03-21 10:00:00,10,Morning,15.0
kklz242189792,29,4.9,18.55144,73.804855,18.62144,73.874855,2022-03-20,19:40:00,19:55:00,fog,Jam ,motorcycle ,Metropolitian ,45,Grocery,False,10.724517748046026,26-35,2022-03-20 19:40:00,2022-03-20 19:55:00,19,Evening,15.0
botn800344578,31,4.8,23.354422,85.3329,23.424422,85.4029,2022-03-06,21:55:00,22:05:00,sunny,Jam ,motorcycle ,Metropolitian ,22,Grocery,False,10.565155904264532,26-35,2022-03-06 21:55:00,2022-03-06 22:05:00,22,Evening,10.0
sdxs740704107,22,5.0,22.732225,75.874765,22.782225,75.924765,2022-03-09,20:35:00,20:40:00,sunny,Jam ,scooter ,Urban ,11,Grocery,False,7.5628176900723,18-25,2022-03-09 20:35:00,2022-03-09 20:40:00,20,Evening,5.0
ulic859633079,32,4.9,0.0,0.0,0.08,0.08,2022-02-18,21:55:00,22:00:00,fog,Jam ,motorcycle ,Metropolitian ,47,Grocery,False,12.580267822400963,26-35,2022-02-18 21:55:00,2022-02-18 22:00:00,22,Evening,5.0
nsor575698541,29,4.8,11.003008,76.97544,11.043008,77.01544,2022-03-28,15:20:00,15:35:00,fog,Medium ,motorcycle ,Metropolitian ,26,Grocery,False,6.232380002107721,26-35,2022-03-28 15:20:00,2022-03-28 15:35:00,15,Afternoon,15.0
fokf045562405,29,4.9,0.0,0.0,0.03,0.03,2022-03-09,18:35:00,18:50:00,sunny,Medium ,scooter ,Metropolitian ,17,Grocery,False,4.717601092054723,26-35,2022-03-09 18:35:00,2022-03-09 18:50:00,18,Afternoon,15.0
oosb954281783,37,4.1,22.308096,73.167753,22.378096,73.237753,2022-03-10,18:30:00,18:45:00,sunny,Medium ,motorcycle ,Metropolitian ,38,Grocery,False,10.60258238247256,36-45,2022-03-10 18:30:00,2022-03-10 18:45:00,18,Afternoon,15.0
msst937092386,37,5.0,0.0,0.0,0.05,0.05,2022-03-11,18:10:00,18:25:00,fog,Medium ,scooter ,Metropolitian ,18,Grocery,False,7.8626681674103684,36-45,2022-03-11 18:10:00,2022-03-11 18:25:00,18,Afternoon,15.0
lezb158488142,28,4.8,30.372202,78.077151,30.392202,78.097151,2022-02-15,08:35:00,08:40:00,sunny,Low ,scooter ,Metropolitian ,16,Grocery,False,2.9370627446070836,26-35,2022-02-15 08:35:00,2022-02-15 08:40:00,8,Morning,5.0
ters101342796,20,4.9,12.323225,76.630028,12.353225,76.660028,2022-03-09,20:10:00,20:15:00,stormy,Jam ,motorcycle ,Metropolitian ,27,Grocery,False,4.663438748149055,18-25,2022-03-09 20:10:00,2022-03-09 20:15:00,20,Evening,5.0
xqes087347664,34,4.1,18.55144,73.804855,18.56144,73.814855,2022-03-11,11:10:00,11:20:00,cloudy,High ,scooter ,Metropolitian ,35,Grocery,False,1.5322015943257514,26-35,2022-03-11 11:10:00,2022-03-11 11:20:00,11,Morning,10.0
qadk676361128,34,5.0,0.0,0.0,0.05,0.05,2022-04-05,22:20:00,22:30:00,sunny,Low ,scooter ,Metropolitian ,19,Grocery,False,7.8626681674103684,26-35,2022-04-05 22:20:00,2022-04-05 22:30:00,22,Evening,10.0
rmgo277916637,39,4.3,23.353783,85.326967,23.483783,85.456967,2022-03-31,19:15:00,19:30:00,windy,Jam ,motorcycle ,Metropolitian ,35,Grocery,False,19.61901197596057,36-45,2022-03-31 19:15:00,2022-03-31 19:30:00,19,Evening,15.0
rjuk855079528,34,4.8,23.374878,85.335739,23.454878,85.415739,2022-03-02,17:30:00,17:45:00,windy,Medium ,motorcycle ,Metropolitian ,25,Grocery,False,12.073402311815224,26-35,2022-03-02 17:30:00,2022-03-02 17:45:00,17,Afternoon,15.0
gxan859732316,33,4.9,22.547186,88.35068,22.567186,88.37068,2022-02-17,11:20:00,11:35:00,stormy,High ,motorcycle ,Metropolitian ,36,Grocery,False,3.0271555543869777,26-35,2022-02-17 11:20:00,2022-02-17 11:35:00,11,Morning,15.0
dxtj319166247,28,4.8,26.913987,75.752891,26.953987,75.792891,2022-03-30,15:15:00,15:20:00,cloudy,Medium ,scooter ,Urban ,17,Grocery,False,5.958759869151131,26-35,2022-03-30 15:15:00,2022-03-30 15:20:00,15,Afternoon,5.0
spqt033970808,32,4.5,0.0,0.0,0.04,0.04,2022-03-30,12:20:00,12:30:00,cloudy,High ,motorcycle ,Metropolitian ,25,Grocery,False,6.29013467763468,26-35,2022-03-30 12:20:00,2022-03-30 12:30:00,12,Morning,10.0
mtcr221173183,22,4.8,18.539299,73.897902,18.569299,73.927902,2022-03-28,19:15:00,19:20:00,fog,Jam ,motorcycle ,Metropolitian ,20,Grocery,False,4.59663204175947,18-25,2022-03-28 19:15:00,2022-03-28 19:20:00,19,Evening,5.0
aeuz262262868,24,4.6,17.458998,78.500366,17.538998,78.580366,2022-03-12,19:40:00,19:55:00,fog,Jam ,motorcycle ,Metropolitian ,38,Grocery,False,12.292622739442963,18-25,2022-03-12 19:40:00,2022-03-12 19:55:00,19,Evening,15.0
izkt125502221,26,4.9,0.0,0.0,0.06,0.06,2022-03-13,17:50:00,18:05:00,fog,Medium ,van,Metropolitian ,14,Grocery,False,9.435201537430714,26-35,2022-03-13 17:50:00,2022-03-13 18:05:00,18,Afternoon,15.0
hxsv146301375,30,4.9,11.024839,77.007003,11.044839,77.027003,2022-03-03,11:10:00,11:15:00,windy,High ,motorcycle ,Metropolitian ,25,Grocery,False,3.116128490575321,26-35,2022-03-03 11:10:00,2022-03-03 11:15:00,11,Morning,5.0
vcrk401368337,22,5.0,21.186438,72.794115,21.316438,72.924115,2022-03-27,00:00:00,00:15:00,stormy,Low ,scooter ,Metropolitian ,10,Grocery,False,19.760091519675676,18-25,2022-03-27 00:00:00,2022-03-27 00:15:00,0,Night,15.0
rxjl381247495,29,4.7,18.539299,73.897902,18.589299,73.947902,2022-03-17,18:25:00,18:30:00,windy,Medium ,scooter ,Other,21,Grocery,False,7.660840811905797,26-35,2022-03-17 18:25:00,2022-03-17 18:30:00,18,Afternoon,5.0
dxpp270325088,37,4.0,21.186884,72.793616,21.296884,72.903616,2022-03-06,21:40:00,21:55:00,cloudy,Jam ,motorcycle ,Metropolitian ,47,Grocery,False,16.720582121841456,36-45,2022-03-06 21:40:00,2022-03-06 21:55:00,21,Evening,15.0
jwgq604828505,28,4.9,11.025083,77.015393,11.105083,77.095393,2022-04-04,22:50:00,22:55:00,stormy,Low ,scooter ,Urban ,17,Grocery,False,12.463883024166657,26-35,2022-04-04 22:50:00,2022-04-04 22:55:00,22,Evening,5.0
gedp538037050,22,5.0,22.728163,75.884212,22.858163,76.014212,2022-03-31,21:10:00,21:25:00,sunny,Jam ,motorcycle ,Urban ,15,Grocery,False,19.660943947619934,18-25,2022-03-31 21:10:00,2022-03-31 21:25:00,21,Evening,15.0
cezg106088049,36,4.6,21.170096,72.789122,21.190096,72.809122,2022-03-17,11:15:00,11:30:00,fog,High ,van,Metropolitian ,25,Grocery,False,3.040697853651633,36-45,2022-03-17 11:15:00,2022-03-17 11:30:00,11,Morning,15.0
rprm941776983,31,4.5,30.366322,78.070453,30.476322,78.180453,2022-02-16,19:35:00,19:50:00,windy,Jam ,motorcycle ,Metropolitian ,39,Grocery,False,16.151082472320265,26-35,2022-02-16 19:35:00,2022-02-16 19:50:00,19,Evening,15.0
mxcg722447955,30,4.9,12.310972,76.659264,12.360972,76.709264,2022-03-01,18:50:00,19:00:00,sandstorms,Medium ,van,Metropolitian ,34,Grocery,False,7.772430463816821,26-35,2022-03-01 18:50:00,2022-03-01 19:00:00,19,Evening,10.0
urhz950401191,26,4.5,30.899584,75.809346,30.929584,75.839346,2022-02-17,19:50:00,20:00:00,sandstorms,Jam ,van,Urban ,19,Grocery,False,4.395289295392975,26-35,2022-02-17 19:50:00,2022-02-17 20:00:00,20,Evening,10.0
dmfu023290610,32,4.8,0.0,0.0,0.05,0.05,2022-02-11,22:40:00,22:45:00,windy,Low ,scooter ,Urban ,27,Grocery,False,7.8626681674103684,26-35,2022-02-11 22:40:00,2022-02-11 22:45:00,22,Evening,5.0
kohn971192560,25,4.6,26.956431,75.776649,27.086431,75.906649,2022-03-31,21:50:00,22:05:00,cloudy,Jam ,motorcycle ,Metropolitian ,38,Grocery,False,19.359307695550992,18-25,2022-03-31 21:50:00,2022-03-31 22:05:00,22,Evening,15.0
rarh555402225,38,4.0,26.849596,75.800512,26.929596,75.880512,2022-03-23,20:40:00,20:50:00,cloudy,Jam ,scooter ,Metropolitian ,44,Grocery,False,11.919595217848318,36-45,2022-03-23 20:40:00,2022-03-23 20:50:00,20,Evening,10.0
zdyw098408444,38,4.5,26.913726,75.75282,26.993726,75.83282,2022-03-16,22:30:00,22:45:00,sandstorms,Low ,motorcycle ,Metropolitian ,29,Grocery,False,11.9165950600701,36-45,2022-03-16 22:30:00,2022-03-16 22:45:00,22,Evening,15.0
knmw486561606,27,5.0,21.173493,72.801953,21.213493,72.841953,2022-03-30,14:30:00,14:45:00,cloudy,High ,motorcycle ,Metropolitian ,33,Grocery,False,6.081139317039376,26-35,2022-03-30 14:30:00,2022-03-30 14:45:00,14,Afternoon,15.0
cknf175496356,37,4.9,0.0,0.0,0.09,0.09,2022-02-16,17:10:00,17:15:00,windy,Medium ,motorcycle ,Metropolitian ,49,Grocery,False,14.15280068944862,36-45,2022-02-16 17:10:00,2022-02-16 17:15:00,17,Afternoon,5.0
ekrp465666541,37,4.8,12.323225,76.630028,12.363225,76.670028,2022-04-03,13:55:00,14:05:00,fog,High ,scooter ,Metropolitian ,28,Grocery,False,6.217860329667253,36-45,2022-04-03 13:55:00,2022-04-03 14:05:00,14,Afternoon,10.0
ggaj884673949,32,4.6,22.725748,75.898497,22.835748,76.008497,2022-03-08,18:55:00,19:10:00,sunny,Medium ,motorcycle ,Urban ,24,Grocery,False,16.63687991359242,26-35,2022-03-08 18:55:00,2022-03-08 19:10:00,19,Evening,15.0
qyea015710074,33,4.7,12.323978,76.627961,12.383978,76.687961,2022-03-09,23:20:00,23:25:00,cloudy,Low ,motorcycle ,Metropolitian ,19,Grocery,False,9.326603239772547,26-35,2022-03-09 23:20:00,2022-03-09 23:25:00,23,Evening,5.0
pvye127671343,35,4.5,21.15276,72.778059,21.18276,72.808059,2022-03-11,22:55:00,23:10:00,sandstorms,Low ,scooter ,Metropolitian ,28,Grocery,False,4.561223681551846,26-35,2022-03-11 22:55:00,2022-03-11 23:10:00,23,Evening,15.0
xuju291630511,24,4.8,26.766536,75.837333,26.776536,75.847333,2022-03-28,09:35:00,09:50:00,windy,Low ,scooter ,Metropolitian ,14,Grocery,False,1.4906380442411205,18-25,2022-03-28 09:35:00,2022-03-28 09:50:00,9,Morning,15.0
omys380670269,39,5.0,17.429585,78.392621,17.479585,78.442621,2022-03-13,21:15:00,21:25:00,fog,Jam ,van,Metropolitian ,39,Grocery,False,7.683782781592616,36-45,2022-03-13 21:15:00,2022-03-13 21:25:00,21,Evening,10.0
bpkm613437028,27,4.7,21.186438,72.794115,21.196438,72.804115,2022-04-03,08:20:00,08:35:00,cloudy,Low ,motorcycle ,Metropolitian ,19,Grocery,False,1.5202946823347985,26-35,2022-04-03 08:20:00,2022-04-03 08:35:00,8,Morning,15.0
ucrh245047910,37,4.6,15.157944,73.950889,15.247944,74.040889,2022-02-16,19:10:00,19:15:00,fog,Jam ,motorcycle ,Metropolitian ,48,Grocery,False,13.907355216213709,36-45,2022-02-16 19:10:00,2022-02-16 19:15:00,19,Evening,5.0
qkux956576156,27,4.8,30.328174,78.049117,30.438174,78.159117,2022-02-16,19:00:00,19:05:00,stormy,Medium ,van,Urban ,17,Grocery,False,16.153774202105296,26-35,2022-02-16 19:00:00,2022-02-16 19:05:00,19,Evening,5.0
aegn029390607,20,4.2,12.325461,76.632278,12.345461,76.652278,2022-03-26,08:35:00,08:50:00,stormy,Low ,motorcycle ,Metropolitian ,29,Grocery,False,3.1089751947120248,18-25,2022-03-26 08:35:00,2022-03-26 08:50:00,8,Morning,15.0
scqr294223322,31,4.3,21.173493,72.801953,21.253493,72.881953,2022-03-23,20:30:00,20:40:00,cloudy,Jam ,motorcycle ,Urban ,35,Grocery,False,12.161512247541568,26-35,2022-03-23 20:30:00,2022-03-23 20:40:00,20,Evening,10.0
xjgc597637299,22,4.7,17.438263,78.397865,17.448263,78.407865,2022-03-21,09:20:00,09:25:00,fog,Low ,motorcycle ,Metropolitian ,17,Grocery,False,1.5368020663947328,18-25,2022-03-21 09:20:00,2022-03-21 09:25:00,9,Morning,5.0
zoez338152351,38,4.0,13.086438,80.220672,13.116438,80.250672,2022-04-01,19:20:00,19:30:00,stormy,Jam ,motorcycle ,Metropolitian ,46,Grocery,False,4.656607046012821,36-45,2022-04-01 19:20:00,2022-04-01 19:30:00,19,Evening,10.0
qkqo103077339,33,4.8,23.351058,85.325731,23.421058,85.395731,2022-04-04,20:25:00,20:30:00,fog,Jam ,motorcycle ,Metropolitian ,46,Grocery,False,10.5652785705811,26-35,2022-04-04 20:25:00,2022-04-04 20:30:00,20,Evening,5.0
xepv819914405,37,4.4,26.921411,75.793604,27.001411,75.873604,2022-03-25,18:40:00,18:45:00,fog,Medium ,van,Urban ,32,Grocery,False,11.916235157217862,36-45,2022-03-25 18:40:00,2022-03-25 18:45:00,18,Afternoon,5.0
odto977136581,37,4.9,27.163303,78.057044,27.213303,78.107044,2022-02-15,21:40:00,21:50:00,cloudy,Jam ,scooter ,Metropolitian ,27,Grocery,False,7.440983364732026,36-45,2022-02-15 21:40:00,2022-02-15 21:50:00,21,Evening,10.0
geex100083991,26,4.7,23.355164,85.324097,23.415164,85.384097,2022-03-21,21:45:00,21:50:00,cloudy,Jam ,motorcycle ,Metropolitian ,33,Grocery,False,9.055981117924203,26-35,2022-03-21 21:45:00,2022-03-21 21:50:00,21,Evening,5.0
mjey355506878,32,4.9,18.543626,73.905101,18.553626,73.915101,2022-03-11,10:40:00,10:55:00,fog,Low ,motorcycle ,Metropolitian ,24,Grocery,False,1.532234790495708,26-35,2022-03-11 10:40:00,2022-03-11 10:55:00,10,Morning,15.0
ypzv874752406,38,4.7,12.326356,76.619103,12.376356,76.669103,2022-04-01,21:20:00,21:25:00,windy,Jam ,motorcycle ,Metropolitian ,33,Grocery,False,7.772207463584183,36-45,2022-04-01 21:20:00,2022-04-01 21:25:00,21,Evening,5.0
rvjj561158686,28,4.9,11.022477,76.995667,11.132477,77.105667,2022-03-10,19:30:00,19:40:00,sunny,Jam ,motorcycle ,Metropolitian ,13,Grocery,False,17.137482577838597,26-35,2022-03-10 19:30:00,2022-03-10 19:40:00,19,Evening,10.0
dswj723760119,31,5.0,22.727021,75.884167,22.757021,75.914167,2022-03-30,19:10:00,19:25:00,cloudy,Jam ,motorcycle ,Metropolitian ,25,Grocery,False,4.537922749289298,26-35,2022-03-30 19:10:00,2022-03-30 19:25:00,19,Evening,15.0
utyz308260725,25,4.0,22.761593,75.886362,22.871593,75.996362,2022-03-16,21:50:00,21:55:00,stormy,Jam ,motorcycle ,Urban ,38,Grocery,False,16.634870118211836,18-25,2022-03-16 21:50:00,2022-03-16 21:55:00,21,Evening,5.0
blzi055621134,34,5.0,11.022298,76.998349,11.152298,77.128349,2022-03-08,21:45:00,21:55:00,sunny,Jam ,motorcycle ,Metropolitian ,40,Grocery,False,20.25305420828035,26-35,2022-03-08 21:45:00,2022-03-08 21:55:00,21,Evening,10.0
ayuo575433218,22,4.8,13.029198,77.570997,13.079198,77.620997,2022-03-30,19:25:00,19:30:00,sunny,Jam ,scooter ,Metropolitian ,13,Grocery,False,7.761735387691425,18-25,2022-03-30 19:25:00,2022-03-30 19:30:00,19,Evening,5.0
bhht187756692,29,4.5,26.88842,75.800689,26.92842,75.840689,2022-03-19,13:25:00,13:40:00,sunny,High ,motorcycle ,Metropolitian ,43,Grocery,False,5.959357904254251,26-35,2022-03-19 13:25:00,2022-03-19 13:40:00,13,Afternoon,15.0
yswe138481805,25,4.6,18.516216,73.842527,18.566216,73.892527,2022-03-15,17:55:00,18:10:00,fog,Medium ,motorcycle ,Metropolitian ,29,Grocery,False,7.661331134220826,18-25,2022-03-15 17:55:00,2022-03-15 18:10:00,18,Afternoon,15.0
ozbr491095485,28,4.9,21.186438,72.794115,21.236438,72.844115,2022-03-11,20:45:00,21:00:00,sunny,Jam ,scooter ,Metropolitian ,19,Grocery,False,7.600994631258685,26-35,2022-03-11 20:45:00,2022-03-11 21:00:00,21,Evening,15.0
jape222496065,37,4.8,12.323194,76.630583,12.403194,76.710583,2022-03-12,22:50:00,22:55:00,fog,Low ,scooter ,Metropolitian ,28,Grocery,False,12.43525673518922,36-45,2022-03-12 22:50:00,2022-03-12 22:55:00,22,Evening,5.0
ugkr488308972,29,5.0,17.451976,78.385883,17.511976,78.445883,2022-03-05,17:55:00,18:05:00,windy,Medium ,scooter ,Metropolitian ,27,Grocery,False,9.219878421275038,26-35,2022-03-05 17:55:00,2022-03-05 18:05:00,18,Afternoon,10.0
